Path,Sample,ReferenceGenome,ProviderName,Subject,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:206-Stp-Rc59-1_t08,Pacnes_C1,S503N707,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:211-Stp-Rc60-1_t08,Pacnes_C1,S505N701,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:196-Stp-Rc57-2_t08,Pacnes_C1,S504N706,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:201-Stp-Rc58-2_t08,Pacnes_C1,S503N706,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:253-Stp-Lc78-2_t08,Pacnes_C1,S502N706,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:209-Stp-Rc60-2_t08,Pacnes_C1,S501N706,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:207-Stp-Rc60-1_t08,Pacnes_C1,S504N701,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:196-Stp-Rc57-1_t08,Pacnes_C1,S504N705,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:201-Stp-Rc58-1_t08,Pacnes_C1,S503N705,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:253-Stp-Lc78-1_t08,Pacnes_C1,S502N705,1,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_07_Pool_HV2T3BGXX,A:215-Stp-No62-1_t08,Pacnes_C1,S508N703,1,
