Path,Sample,ReferenceGenome,ProviderName,Subject,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:326-Scr-clNo-4_t11,Pacnes_C1,N722S526,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:322-Scr-Fo-4_t11,Pacnes_C1,N722S525,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,H:321-Scr-clLc-5_t11,Pacnes_C1,N721S529,H,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:326-Scr-clNo-3_t11,Pacnes_C1,N721S526,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,H:321-Scr-clLc-4_t11,Pacnes_C1,N720S529,H,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:326-Scr-clNo-2_t11,Pacnes_C1,N720S526,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:322-Scr-Fo-2_t11,Pacnes_C1,N720S525,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:326-Scr-clNo-1_t11,Pacnes_C1,N719S526,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,J:327-Scr-Ch-1_t11,Pacnes_C1,N713S529,J,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,H:319-Scr-brBa-6_t11,Pacnes_C1,N718S527,H,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,H:318-Scr-trBa-6_t11,Pacnes_C1,N718S525,H,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool2_HFF5FBGXY/,H:319-Scr-brBa-5_t11,Pacnes_C1,N717S527,H,
