Path, Sample, ReferenceGenome, ProviderName, Subject
/not/used,A:276-Ext-tlLcW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:276-Ext-tlLcW-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:294-Scr-clBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:275-Ext-tcFoB-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:023-Ext-tcChBp-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:024-Ext-bcChBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:024-Ext-bcChBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:024-Ext-bcChBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:020-Ext-crChB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:025-Ext-clChWp-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:025-Ext-clChWp-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:020-Ext-crChB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:020-Ext-crChB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:007-Ext-bcFoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:044-Ext-trFoB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:044-Ext-trFoB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:040-Ext-trRcBt-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:039-Ext-bcNoBl-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:039-Ext-bcNoBl-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:039-Ext-bcNoBl-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:038-Ext-ccNoB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:038-Ext-ccNoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:037-Ext-ccNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:037-Ext-ccNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:037-Ext-ccNoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:034-Ext-crNoBs-5_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:034-Ext-crNoBs-16_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:034-Ext-crNoBs-11_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-8_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-7_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-6_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-17_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-13_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:033-Ext-crNoBs-12_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:032-Ext-trNoBb-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:032-Ext-trNoBb-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:032-Ext-trNoBb-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:032-Ext-trNoBb-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:029-Ext-tlNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:027-Ext-tlLcWr-5_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:027-Ext-tlLcWr-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:027-Ext-tlLcWr-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:027-Ext-tlLcWr-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:019-Ext-trChBy-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:014-Ext-blRcB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:014-Ext-blRcB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:014-Ext-blRcB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:014-Ext-blRcB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:013-Ext-blRcB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:013-Ext-blRcB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:013-Ext-blRcB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:013-Ext-blRcB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:412-Scr-Lc-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:412-Scr-Lc-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:412-Scr-Lc-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-5_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:414-Scr-Ch-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-6_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:414-Scr-Ch-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:414-Scr-Ch-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-9_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:415-Scr-trBa-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-10_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:413-Scr-Rc-12_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:415-Scr-trBa-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:016-Ext-trRcBl-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:016-Ext-trRcBl-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:016-Ext-trRcBl-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:434-Scr-Rc-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:434-Scr-Rc-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:434-Scr-Rc-6_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:438-Scr-Fo-4_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:440-Scr-Ch-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:440-Scr-Ch-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:435-Scr-Rc-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:435-Scr-Rc-10_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:435-Scr-Rc-12_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-2_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-4_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-10_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:437-Scr-Lc-12_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:439-Scr-Fo-9_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:441-Scr-Ch-10_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:441-Scr-Ch-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:439-Scr-Fo-13_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:434-Scr-Rc-14_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:434-Scr-Rc-15_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:438-Scr-Fo-17_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:379-Scr-trBa-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:379-Scr-trBa-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:379-Scr-trBa-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:380-Scr-tlBa-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:297-Scr-crBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:297-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:298-Scr-clBa-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:298-Scr-clBa-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:298-Scr-clBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:299-Scr-crBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:288-Scr-clCh-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:288-Scr-clCh-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:288-Scr-clCh-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:287-Scr-crFo-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:287-Scr-crFo-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:291-Scr-crCh-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:287-Scr-crFo-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:067-Scr-trBa-5_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:067-Scr-trBa-6_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:068-Scr-blBa-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:066-Scr-tlBa-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:066-Scr-tlBa-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:066-Scr-tlBa-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:067-Scr-trBa-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:416-Scr-tlBa-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:416-Scr-tlBa-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:416-Scr-tlBa-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:416-Scr-tlBa-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:417-Scr-blBa-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:417-Scr-blBa-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:417-Scr-blBa-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:417-Scr-blBa-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:418-Scr-brBa-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:415-Scr-trBa-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:418-Scr-brBa-3_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:418-Scr-brBa-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:442-Scr-trBa-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:442-Scr-trBa-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:442-Scr-trBa-6_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-2_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-4_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-5_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-8_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-9_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-10_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-12_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-8_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-9_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-13_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:444-Scr-tlBa-14_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-13_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-14_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,A:443-Scr-trBa-15_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,3
/not/used,H:318-Scr-trBa-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:321-Scr-clLc-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:321-Scr-clLc-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:321-Scr-clLc-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:318-Scr-trBa-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:318-Scr-trBa-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:318-Scr-trBa-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:318-Scr-trBa-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:319-Scr-brBa-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:318-Scr-trBa-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:321-Scr-clLc-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:312-Scr-Fo-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:321-Scr-clLc-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:317-Scr-Ch-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:317-Scr-Ch-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:317-Scr-Ch-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:317-Scr-Ch-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:315-Scr-crNo-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:316-Scr-clNo-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:315-Scr-crNo-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:315-Scr-crNo-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:315-Scr-crNo-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:316-Scr-clNo-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:313-Scr-Rc-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:314-Scr-Lc-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,H:315-Scr-crNo-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,4
/not/used,F:170-Stp-Rc24-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:166-Stp-Rc23-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:170-Stp-Rc24-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:166-Stp-Rc23-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:170-Stp-Rc24-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:166-Stp-Rc23-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:161-Stp-No21-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:168-Stp-Rc22-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:161-Stp-No21-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:168-Stp-Rc22-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:161-Stp-No21-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:170-Stp-Rc24-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:168-Stp-Rc22-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:161-Stp-No21-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:168-Stp-Rc22-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:172-Stp-Rc19-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:160-Stp-No20-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:172-Stp-Rc19-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:160-Stp-No20-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:172-Stp-Rc19-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:160-Stp-No20-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:172-Stp-Rc19-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:166-Stp-Rc23-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:181-Scr-Rc-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:148-Stp-Lc16-4_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:181-Scr-Rc-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:148-Stp-Lc16-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:183-Scr-crFo-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:140-Stp-Lc14-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:183-Scr-crFo-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:140-Stp-Lc14-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:107-Stp-Fo6-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:193-Scr-clCh-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:189-Scr-crCh-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:105-Stp-Fo3-2_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:193-Scr-clCh-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:189-Scr-crCh-1_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:103-Stp-Fo2-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:123-Stp-Lc12-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:119-Stp-Lc12-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
/not/used,F:113-Stp-Lc9-3_t07,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,5
