Path, Sample, ReferenceGenome, ProviderName, Subject
/not/used,A:220-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:231-Stp-No62-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:221-Stp-No63-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:226-Stp-No65-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:223-Stp-No65-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:231-Stp-No62-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:300-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:221-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:226-Stp-No65-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:223-Stp-No65-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:301-Scr-Ch-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:218-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:266-Ext-crChW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:220-Stp-No63-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:251-Stp-Lc79-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:296-Scr-trBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:289-Scr-Rch-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:229-Stp-No67-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:295-Scr-crBa-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:289-Scr-Rch-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:229-Stp-No67-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:283-Ext-tcMoWs-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:295-Scr-crBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:289-Scr-Rch-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:274-Ext-crFoB-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:283-Ext-tcMoWs-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:295-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:290-Scr-clCh-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:254-Stp-Lc79-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:290-Scr-clCh-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:254-Stp-Lc79-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:048-Scr-Rc-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:009-Ext-trFoBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:009-Ext-trFoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:009-Ext-trFoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:009-Ext-trFoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:007-Ext-bcFoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:007-Ext-bcFoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:004-Ext-clFoW-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:004-Ext-clFoW-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:004-Ext-clFoW-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:004-Ext-clFoW-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:046-Scr-Fo-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:046-Scr-Fo-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:047-Scr-Lc-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-9_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-8_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-19_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-18_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-17_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-13_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-12_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:005-Ext-brFoBr-11_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:044-Ext-trFoB-8_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:044-Ext-trFoB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:044-Ext-trFoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:043-Ext-brChB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:043-Ext-brChB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:043-Ext-brChB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-8_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-7_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-6_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-14_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-12_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-11_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:041-Ext-brChB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:003-Ext-blFoB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:003-Ext-blFoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:035-Ext-trMoBs-5_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:035-Ext-trMoBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:035-Ext-trMoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:035-Ext-trMoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:035-Ext-trMoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-9_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-6_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-20_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-19_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-18_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-15_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-14_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-13_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-10_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:034-Ext-crNoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:033-Ext-crNoBs-9_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:033-Ext-crNoBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:033-Ext-crNoBs-18_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:033-Ext-crNoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:031-Ext-trNoBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:031-Ext-trNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:031-Ext-trNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:031-Ext-trNoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:030-Ext-tlNoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:030-Ext-tlNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:030-Ext-tlNoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:002-Ext-blFoB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:029-Ext-tlNoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:028-Ext-tlMoWd-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:028-Ext-tlMoWd-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:028-Ext-tlMoWd-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:026-Ext-clMoB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:026-Ext-clMoB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:026-Ext-clMoB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:026-Ext-clMoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:001-Ext-tcNoW-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:019-Ext-trChBy-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:019-Ext-trChBy-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:017-Ext-crMoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:015-Ext-bcRcBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:015-Ext-bcRcBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:015-Ext-bcRcBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:011-Ext-ccRcBp-4_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:011-Ext-ccRcBp-3_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:011-Ext-ccRcBp-2_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:011-Ext-ccRcBp-1_t00,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:412-Scr-Lc-1_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:411-Scr-Fo-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:413-Scr-Rc-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:411-Scr-Fo-6_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:413-Scr-Rc-7_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:413-Scr-Rc-8_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:414-Scr-Ch-4_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:415-Scr-trBa-2_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:413-Scr-Rc-11_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:411-Scr-Fo-12_t35,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:434-Scr-Rc-2_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:434-Scr-Rc-4_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:434-Scr-Rc-5_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:438-Scr-Fo-1_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:438-Scr-Fo-3_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:438-Scr-Fo-5_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:438-Scr-Fo-6_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:442-Scr-trBa-5_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:440-Scr-Ch-2_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:435-Scr-Rc-8_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:444-Scr-tlBa-6_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:435-Scr-Rc-9_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:435-Scr-Rc-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:439-Scr-Fo-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:439-Scr-Fo-8_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:439-Scr-Fo-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-7_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-9_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-12_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:444-Scr-tlBa-10_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:444-Scr-tlBa-11_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:444-Scr-tlBa-12_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:444-Scr-tlBa-15_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-13_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-14_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:441-Scr-Ch-15_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:439-Scr-Fo-15_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:434-Scr-Rc-13_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:438-Scr-Fo-16_t60,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,1
/not/used,A:378-Scr-Ch-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:376-Scr-crNo-6_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:378-Scr-Ch-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:376-Scr-crNo-5_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:378-Scr-Ch-1_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:377-Scr-clNo-4_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:377-Scr-clNo-3_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:377-Scr-clNo-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:375-Scr-Lc-2_t11,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:282-Ext-clMoW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:232-Stp-Rc71-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:282-Ext-clMoW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:222-Stp-No62-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:267-Ext-tcChW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:299-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:272-Ext-tlChW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:280-Ext-crMoW-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:301-Scr-Ch-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:265-Ext-RcB-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:272-Ext-tlChW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:280-Ext-crMoW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:279-Ext-brFoW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:265-Ext-RcB-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:279-Ext-brFoW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:222-Stp-No62-1_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:295-Scr-crBa-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:276-Ext-tlLcW-4_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:294-Scr-clBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
/not/used,A:293-Scr-trBa-3_t08,A_440-Scr-Ch-3_scaffold-3-4,XXXXXXXX,2
