Path,Sample,ReferenceGenome,Outgroup
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,I:331-Scr-Rc-6_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,A:380-Scr-tlBa-6_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,N:370-Scr-Ch-6_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,L:364-Scr-tlBa-2_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,K:341-Scr-Fo-4_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,N:369-Scr-clNo-3_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,I:332-Scr-Lc-3_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,M:352-Scr-crNo-5_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,K:341-Scr-Fo-3_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,I:331-Scr-Rc-5_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,A:380-Scr-tlBa-5_t11,Pacnes_C1,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/3_refgenome_mapping,N:370-Scr-Ch-5_t11,Pacnes_C1,0
